Title,Price,Capacity,Country,Unit,Characteristics,Quantity,Type,ABV,Vintage,Price)
Inama Soave Classico DOC 2021/22,,75.0,Italy,9.0,"Honey, Almond, Citrus Fruit, Floral",per bottle,White,12.0,2022,£16.99 
"Casella 'PepperBox' Shiraz 2020/21, South Eastern Australia",,75.0,Australia,10.5,"Black Pepper, Black Plum, Spice, Vanilla",per bottle,Red,14.0,2021,£11.99 
"Winemaker Series Godello 2020/22, Monterrei",,75.0,Spain,9.8,"Pear, Grapefruit, Lemon",per bottle,White,13.0,2022,£12.99 
Definition Fleurie 2021,,75.0,France,9.8,"Red Fruit, Rose, Violet",per bottle,Red,13.0,2021,£13.99 
"Domaine de Villemajou Rosé 2022, Corbières",,75.0,France,9.8,"Cream, Red Apple, Strawberry",per bottle,Rosé,13.0,2022,£19.99 
Aimé Arnoux Côtes du Rhône Blanc 2022,,75.0,France,10.1,"Citrus Fruit, Floral, Stone Fruit, Mineral",per bottle,White,13.5,2022,£11.99 
"Viñalba 'Gran Reservado' Malbec 2019/20, Mendoza",,75.0,Argentina,10.9,"Violet, Black Fruit, Red Fruit, Ripe Fruit, Vanilla",per bottle,Red,14.5,2019/20,£18.99 
"Errazuriz Max Reserva Cabernet 2019/21, Aconcagua Valley",,75.0,Chile,10.5,"Black Plum, Blackcurrant, Vanilla",per bottle,Red,14.0,2021,£14.99 
"Yalumba Y Series Viognier 2021/22, Australia",,75.0,Australia,10.1,"Stone Fruit, Apricot, Ginger, Grapefruit, Green Apple, Honey, Melon, Peach, Pear, Pineapple",per bottle,White,13.5,2022,£10.99 
"Château Coufran Cru Bourgeois Supérieur 2007, Haut-Médoc",,75.0,France,9.8,"Cedar, Black Plum, Blackberry",per bottle,Red,13.0,2007,£21.99 
"Boekenhoutskloof ‘The Wolftrap’ Shiraz 2021, South Africa",,75.0,South Africa,10.9,"Black Fruit, Black Pepper, Black Plum, Blackberry, Cranberry, Savoury, Spice",per bottle,Red,14.5,2021,£9.99 
"Chronic Cellars 'Purple Paradise' 2019/20, Paso Robles",,75.0,USA,10.9,"Spice, Black Cherry, Blueberry, Chocolate",per bottle,Red,14.5,2020,£17.99 
"Bruce Jack Wines Reserve Collection ‘Stream of Consciousness’ 2021, Western Cape",,75.0,South Africa,10.5,"Chocolate, Forest Floor, Red Plum, Spice, White Pepper",per bottle,Red,14.0,2021,£11.99 
Feudi di San Gregorio Greco di Tufo DOCG 2021/22,,75.0,Italy,9.8,"Grapefruit, Honey, Lemon, Peach, Red Apple",per bottle,White,13.0,2022,£16.99 
Les Grandes Serres ‘Hommage du Rhône’ Châteauneuf-du-Pape 2022,,75.0,France,10.9,"Black Pepper, Red Fruit, Spice",per bottle,Red,14.5,2022,£25.99 
Les Caveau du Prieuré Vinsobres 2020,,75.0,France,11.3,"Red Fruit, Savoury, Spice",per bottle,Red,15.0,2020,£13.99 
Alain Jaume ‘Les Champauvins’ Organic Côtes Du Rhône 2020,,75.0,France,11.3,"Black Fruit, Black Pepper, Blackcurrant, Red Cherry, Red Fruit, Spice",per bottle,Red,15.0,2020,£17.99 
"Errazuriz Single Vineyard Sauvignon Blanc 2021/22, Casablanca Valley",,75.0,Chile,10.1,"Wet Stones, Citrus Fruit, Grass, Green Apple",per bottle,White,13.5,2022,£11.99 
Langlois-Chateau 'Classique' Crémant de Loire Brut Rosé,,75.0,France,9.4,"Green Apple, Raspberry, Strawberry",per bottle,Rosé,12.5,Non-Vintage,£19.99 
"Domäne Wachau 'Weingärten Weissenkirchen' Grüner Veltliner Federspiel 2021/22, Wachau",,75.0,Austria,9.8,"Spice, Citrus Fruit, Green Apple",per bottle,White,13.0,2022,£13.99 
Remy Ferbras Gigondas 2020/21,,75.0,France,10.9,"Red Fruit, Savoury, Spice",per bottle,Red,14.5,2021,£19.99 
Les Saules Vacqueyras 2021,,75.0,France,10.5,"Black Fruit, Black Plum, Spice",per bottle,Red,14.0,2021,£16.99 
"Boekenhoutskloof ‘The Wolftrap’ Grenache Blanc 2022, South Africa",,75.0,South Africa,9.4,"Gooseberry, Green Apple, Lemon, Peach, Spice",per bottle,White,12.5,2022,£9.99 
Moillard-Thomas Bourgogne Aligoté 2022,,75.0,France,9.0,"Citrus Fruit, Floral",per bottle,White,12.0,2022,£14.99 
"Three Choirs Stonebrook 2020/21, Gloucestershire",,75.0,England,8.3,"Peach, Blossom, Elderflower, Grapefruit, Lime",per bottle,White,11.0,2021,£15.99 
"Herdade de Gambia 2021/22, Portugal",,75.0,Portugal,10.1,"Spice, Black Cherry, Black Plum",per bottle,Red,13.5,2022,£11.99 
"Pegasus Bay 'Main Divide' Riesling 2019/20, Canterbury",,75.0,New Zealand,10.5,"Lime, Citrus Fruit, Honey, Honeysuckle",per bottle,White,14.0,2020,£13.99 
"Clos de Luz 'Arao' Carménère Red Blend 2018/19, Chile",,75.0,Chile,10.5,"Violet, Black Plum, Blackberry, Chocolate, Green Bell Pepper, Spice",per bottle,Red,14.0,2019,£13.99 
"Waimea Estates Albariño 2021/22, Nelson",,75.0,New Zealand,9.8,"Wet Stones, Citrus Fruit, Peach, Stone Fruit",per bottle,White,13.0,2022,£12.99 
"Stag's Leap 'Hands of Time' Chardonnay 2019/20, Napa Valley",,75.0,USA,10.9,"Vanilla, Butter, Citrus Fruit, Grapefruit, Green Apple, Lemon, Peach, Stone Fruit",per bottle,White,14.5,2020,£24.99 
"Nyetimber 'Cuvée Chérie' Demi-Sec, Sussex",,75.0,England,9.0,"Lemon, Citrus Fruit, Honey",per bottle,White,12.0,Non-Vintage,£42.99 
Piccini Brunello di Montalcino DOCG 2018,,75.0,Italy,10.5,"Black Cherry, Blackcurrant, Liquorice, Spice",per bottle,Red,14.0,2018,£34.99 
Torre Mora ‘Cauru’ Etna Rosso DOC 2020/21,,75.0,Italy,9.8,"Citrus Fruit, Date, Raspberry, Red Cherry, Violet, Pomegranate",per bottle,Red,13.0,2021,£17.99 
Chosen By Majestic Rioja Crianza 2020,,75.0,Spain,10.1,"Red Cherry, Sweet Spice, Vanilla",per bottle,Red,13.5,2020,£9.99 
Domaine Jean-Max Roger ‘Cuvée Genèse’ Sancerre Rosé 2022,,75.0,France,9.7,"Floral, Raspberry, Red Apple, Red Fruit",per bottle,Rosé,12.9,2022,£20.99 
"Villa Maria 'Cellar Selection' Sauvignon Blanc 2022, Marlborough",,75.0,New Zealand,10.5,"Wet Stones, Grapefruit, Grass, Green Apple, Lemon, Stone Fruit, Tropical Fruit",per bottle,White,14.0,2022,£14.99 
Cave de Lugny 'Les Pierres Blanches' Mâcon-Villages 2021/22,,75.0,France,9.8,"Peach, Apricot, Floral, Lemon",per bottle,White,13.0,2022,£14.99 
"Graham Beck Brut Rosé, South Africa",,75.0,South Africa,9.0,"Strawberry, Raspberry, Red Fruit",per bottle,Rosé,12.0,Non-Vintage,£16.99 
"Tutiac 'Lion & The Lily' Rosé 2021/22, Bordeaux",,75.0,France,9.4,"Strawberry, Peach, Raspberry",per bottle,Rosé,12.5,2022,£14.99 
"Nero Oro Riserva 2018/19, Sicily",,75.0,Italy,10.5,"Vanilla, Black Plum, Blackberry, Cedar, Fig, Sweet Spice",per bottle,Red,14.0,2019,£14.99 
"Catena Malbec 2020/21, Mendoza",,75.0,Argentina,10.1,"Violet, Black Fruit, Red Fruit, Ripe Fruit",per bottle,Red,13.5,2021,£14.99 
"La Belle Angèle Rosé 2021/22, France",,75.0,France,10.1,"Strawberry, Peach, Raspberry",per bottle,Rosé,13.5,2022,£9.99 
"Haut Vol Rosé 2021/22, France",,75.0,France,9.8,"Strawberry, Peach, Raspberry",per bottle,Rosé,13.0,2022,£8.99 
"Vieux Château Landon 2012, Médoc",,75.0,France,9.8,"Game, Red Fruit, Savoury",per bottle,Red,13.0,2012,£14.99 
"Pasqua '11 Minutes' Rosé 2021/22, Veneto",,75.0,Italy,9.4,"Strawberry, Floral, Peach, Raspberry",per bottle,Rosé,12.5,2022,£15.99 
"Nals Margreid 'Stella Alpina' Pinot Grigio 2021/22, Alto Adige DOC",,75.0,Italy,10.1,"Peach, Floral, Honeysuckle, Lemon, Lime",per bottle,White,13.5,2022,£13.99 
Viña Pomal Rioja Reserva 2015/16,,75.0,Spain,10.9,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,14.5,2016,£14.99 
"Tommasi 'Le Fornaci' Rosé 2021/22, Lugana DOC",,75.0,Italy,9.4,"Floral, Peach, Raspberry, Strawberry",per bottle,Rosé,12.5,2022,£15.99 
"Wynns Coonawarra Estate Shiraz 2020/21, Coonawarra",,75.0,Australia,10.8,"Black Plum, Blackberry, Blackcurrant, Blueberry, Chocolate, Cloves, Sweet Spice, Tobacco, Vanilla",per bottle,Red,14.4,2021,£14.99 
"Château d'Esclans 'Rock Angel' Rosé 2020/21, Côtes de Provence",,75.0,France,10.1,"Strawberry, Cream, Floral, Grapefruit, Herbaceous, Peach, Raspberry",per bottle,Rosé,13.5,2021,£29.99 
"Vergelegen ‘Mill Race’ Sauvignon Blanc 2022, Stellenbosch",,75.0,South Africa,10.1,"Blossom, Gooseberry, Lime, Passionfruit, Quince, White Pepper",per bottle,White,13.5,2022,£12.99 
"Vergelegen ‘Mill Race’ Cabernet Sauvignon-Merlot 2019, Stellenbosch",,75.0,South Africa,10.5,"Black Pepper, Black Plum, Blackberry, Blackcurrant, Spice",per bottle,Red,14.0,2019,£13.99 
"Château de Pennautier Rosé 2021/22, Cabardès",,75.0,France,9.8,"Peach, Raspberry, Strawberry",per bottle,Rosé,13.0,2022,£12.99 
"Pasqua 'Y by 11 Minutes' Rosé 2020, Italy",,75.0,Italy,9.8,"Raspberry, Strawberry, Watermelon",per bottle,Rosé,13.0,2020,£21.99 
Langlois-Chateau 'L'Extra par Langlois' Brut Rosé Crémant de Loire,,75.0,France,9.4,"Blackcurrant Leaf, Raspberry, Watermelon",per bottle,Rosé,12.5,Non-Vintage,£14.99 
"Graham Beck Pinot Noir Rosé 2017/18, Robertson",,75.0,South Africa,9.4,"Blueberry, Cream, Honeysuckle, Raspberry, Strawberry",per bottle,Rosé,12.5,2018,£22.99 
"The Ned Rosé 2020/21, Marlborough",,75.0,New Zealand,9.8,"Strawberry, Peach, Raspberry",per bottle,Rosé,13.0,2021,£11.99 
Les Hauts de Castelmaure Corbières Rosé 2022,,75.0,France,10.1,"Citrus Fruit, Red Fruit, Mineral",per bottle,Rosé,13.5,2022,£13.99 
"Bread & Butter 'Winemaker's Selection' Rosé 2021/22, California",,75.0,USA,9.4,"Watermelon, Red Cherry, Rose, Strawberry",per bottle,Rosé,12.5,2022,£15.99 
"Abbotts & Delaunay ‘Les Fleurs Sauvages’ Jardin Rosé 2021/22, France",,75.0,France,9.4,"Citrus Fruit, Raspberry, Strawberry",per bottle,Rosé,12.5,2021,£11.99 
"The Guv'nor Sparkling Rosé, Spain",,75.0,Spain,8.3,"Peach, Raspberry, Strawberry",per bottle,Rosé,11.0,Non-Vintage,£9.99 
"Caves d'Esclans 'Whispering Angel' Rosé 2021/22 Half Bottle, Provence",,37.5,France,4.9,"Herbaceous, Peach, Raspberry, Strawberry",per bottle,Rosé,13.0,2022,£12.99 
"Rupert & Rothschild 'Classique' 2019/20, South Africa",,75.0,South Africa,10.5,"Tobacco, Black Cherry, Blackcurrant, Cedar, Earth",per bottle,Red,14.0,2020,£21.99 
Aqualta Prosecco DOC,,75.0,Italy,8.3,"Blossom, Green Apple, Pear",per bottle,White,11.0,Non-Vintage,£9.99 
Devaux 'Oeil de Perdrix' Brut Rosé Champagne,,75.0,France,9.0,"Red Cherry, Blossom, Raspberry",per bottle,Rosé,12.0,Non-Vintage,£29.99 
Chanoine Frères 'Réserve Privée' Brut Champagne 2014,,75.0,France,9.0,"Hazelnut, Lemon, Orange",per bottle,White,12.0,2014,£49.99 
Domaine Roger Neveu 'Côte des Embouffants' Sancerre 2021/22,,75.0,France,10.1,"Green Apple, Citrus Fruit, Grass",per bottle,White,13.5,2022,£21.99 
"Pasqua 'Romeo & Juliet' Brut Prosecco DOC, Treviso",,75.0,Italy,8.3,"Green Apple, Citrus Fruit, Floral",per bottle,White,11.0,Non-Vintage,£12.99 
Louis Jadot Beaujolais-Lantignié 2021/22,,75.0,France,10.5,"Strawberry, Raspberry, Red Cherry",per bottle,Red,14.0,2022,£14.99 
"Château de Sainte Gemme 2017, Haut-Médoc",,75.0,France,9.8,"Coffee, Black Cherry, Blackberry",per bottle,Red,13.0,2017,£14.99 
"Pasqua 'PassioneSentimento' Passimento Rosso 2020/21, Veneto",,75.0,Italy,10.5,"Vanilla, Black Fruit, Sweet Spice",per bottle,Red,14.0,2021,£12.99 
"Pasqua 'PassioneSentimento' Passimento Bianco 2021, Veneto",,75.0,Italy,9.8,"Tropical Fruit, Apricot, Peach",per bottle,White,13.0,2021,£12.99 
Louis Latour Bourgogne Gamay 2021/22,,75.0,France,9.8,"Red Fruit, Strawberry, White Pepper",per bottle,Red,13.0,2021,£17.99 
"The King's Favour Sauvignon Blanc 2022, Marlborough",,75.0,New Zealand,9.8,"Tropical Fruit, Grass, Green Apple, Lemon, Stone Fruit",per bottle,White,13.0,2022,£15.99 
"Jammy Good Malbec 2022, Mendoza",,75.0,Argentina,9.8,"Black Cherry, Black Plum, Blackberry, Vanilla",per bottle,Red,13.0,2022,£9.99 
"Penfolds 'Koonunga Hill Seventy Six' Shiraz-Cabernet Sauvignon 2019/21, South Australia",,75.0,Australia,10.9,"Black Plum, Blackberry, Blackcurrant, Blueberry, Chocolate, Sweet Spice, Vanilla",per bottle,Red,14.5,2021,£16.99 
Villemarin Picpoul de Pinet 2021/22,,75.0,France,9.8,"Wet Stones, Green Apple, Lemon, Stone Fruit",per bottle,White,13.0,2022,£11.99 
"Nero Oro Appassimento, Sicily",,75.0,Italy,10.5,"Vanilla, Black Plum, Blackberry, Sweet Spice",per bottle,Red,14.0,Non-Vintage,£11.99 
Bouvet Ladubay 'Saphir' Saumur Brut 2020/21,,75.0,France,9.4,"Peach, Citrus Fruit, Floral, Hazelnut, Honey",per bottle,White,12.5,2021,£16.99 
Roberto Sarotto 'Campo dell'Olio' Gavi di Gavi DOCG 2021/22,,75.0,Italy,9.8,"Citrus Fruit, Green Apple, Stone Fruit, Wet Stones",per bottle,White,13.0,2022,£17.99 
"Honey Drop Chardonnay 2022, South Africa",,75.0,South Africa,10.1,"Bread, Cream, Smoke, Stone Fruit, Vanilla",per bottle,White,13.5,2022,£13.99 
"Luis Felipe Edwards Gran Reserva Merlot 2020/21, Colchagua Valley",,75.0,Chile,10.9,"Vanilla, Black Fruit, Red Fruit, Ripe Fruit",per bottle,Red,14.5,2021,£11.29 
Marqués de Cáceres Rioja Crianza 2018/19,,75.0,Spain,10.5,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,14.0,2019,£13.99 
"Luis Felipe Edwards Gran Reserva Chardonnay 2021/22, Casablanca Valley",,75.0,Chile,10.1,"Vanilla, Lemon, Peach",per bottle,White,13.5,2022,£11.29 
Ramón Bilbao 'Selección Especial' Rioja 2020/21,,75.0,Spain,10.5,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,14.0,2021,£9.99 
"Waimea Estates Sauvignon Blanc 2022, Nelson",,75.0,New Zealand,10.1,"Tropical Fruit, Grass, Green Apple, Lemon, Stone Fruit",per bottle,White,13.5,2022,£12.99 
Lanson 'Le Rosé' Brut Champagne,,75.0,France,9.4,"Strawberry, Raspberry, Red Cherry, Rose",per bottle,Rosé,12.5,Non-Vintage,£48.99 
"Domaine des Tourelles Cuvée Pierre Brun 2019/20, Lebanon",,75.0,Lebanon,10.9,"Spice, Black Cherry, Black Fruit, Earth",per bottle,Red,14.5,2020,£14.99 
Cave de Lugny Bourgogne Pinot Noir 2022,,75.0,France,9.4,"Liquorice, Red Cherry, Red Fruit",per bottle,Red,12.5,2022,£16.99 
"Luis Felipe Edwards Gran Reserva Sauvignon Blanc 2021/22, Leyda Valley",,75.0,Chile,10.1,"Green Apple, Citrus Fruit, Grass",per bottle,White,13.5,2022,£11.29 
"Mt Difficulty 'Roaring Meg' Pinot Noir 2019/20, Central Otago",,75.0,New Zealand,10.5,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,14.0,2020,£21.99 
Cave de Viré Viré-Clessé 2020/21,,75.0,France,10.1,"Peach, Apricot, Floral, Lemon",per bottle,White,13.5,2021,£16.99 
"Definition Pinot Noir 2020/21, Marlborough",,75.0,New Zealand,10.1,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,13.5,2021,£15.99 
"Luis Felipe Edwards 'Signature Series' Viognier Reserva 2022/23, Rapel Valley",,75.0,Chile,10.1,"Peach, Apricot, Floral",per bottle,White,13.5,2023,£8.99 
"Tenuta dell'Ornellaia ‘Le Volte’ 2020/21, Tuscany",,75.0,Italy,10.5,"Vanilla, Black Fruit, Red Fruit, Tobacco",per bottle,Red,14.0,2021,£29.99 
"Chronic Cellars 'Sir Real' Cabernet Sauvignon 2020/21, Paso Robles",,75.0,USA,10.9,"Savoury, Black Cherry, Black Fruit, Blackcurrant, Chocolate",per bottle,Red,14.5,2021,£17.99 
Robertson Winery 'Winemakers Selection' Chardonnay 2022,,75.0,South Africa,9.8,"Cream, Lemon, Melon",per bottle,White,13.0,2022,£9.99 
"Honey Drop Chenin Blanc 2022, Swartland",,75.0,South Africa,9.4,"Pineapple, Stone Fruit, Tropical Fruit, Vanilla",per bottle,White,12.5,2022,£14.99 
"Videla 'Aranda' Malbec 2021, Mendoza",,75.0,Argentina,10.5,"Violet, Black Fruit, Red Fruit, Ripe Fruit",per bottle,Red,14.0,2021,£9.99 
"Bodega Matsu ‘El Recio’ 2020/21, Toro",,75.0,Spain,10.9,"Cedar, Black Cherry, Blackcurrant",per bottle,Red,14.5,2021,£15.99 
"Managers' Choice: Agenda Red 2019/20, Dão",,75.0,Portugal,9.8,"Spice, Black Plum, Blackcurrant Leaf, Herbaceous",per bottle,Red,13.0,2020,£11.99 
"Pringle Bay Pinot Noir 2021, Western Cape",,75.0,South Africa,9.8,"Red Cherry, Red Fruit, Red Plum",per bottle,Red,13.0,2021,£9.99 
"DeMorgenzon 'DMZ' Chenin Blanc 2021/22, Stellenbosch",,75.0,South Africa,10.5,"Stone Fruit, Citrus Fruit, Floral",per bottle,White,14.0,2022,£14.99 
"Domaine Begude 'L'Etoile' Organic Chardonnay 2020/21, Limoux",,75.0,France,10.1,"Vanilla, Apricot, Cream, Green Apple, Lemon, Peach",per bottle,White,13.5,2021,£16.99 
"Jam Shed Shiraz 2021/22, Australia",,75.0,Australia,10.1,"Jammy, Red Cherry, Red Plum, Vanilla",per bottle,Red,13.5,2022,£8.99 
Ramos Reserva 2019/20 Vinho Regional Alentejano,,75.0,Portugal,10.5,"Vanilla, Black Plum, Blackberry, Tobacco",per bottle,Red,14.0,2020,£9.99 
"Ernst Loosen Pinot Noir 2021/22, Pfalz",,75.0,Germany,10.1,"Spice, Black Fruit, Red Fruit",per bottle,Red,13.5,2022,£14.99 
Cantine Maschio Extra Dry Prosecco DOC,,750.0,Italy,9.0,"Citrus Fruit, Lemon, Peach, Pear",per bottle,White,12.0,Non-Vintage,£9.99 
"Villiera Wines Merlot 2020, Stellenbosch",,75.0,South Africa,10.5,"Red Cherry, Red Plum, Smoke, Vanilla",per bottle,Red,14.0,2020,£11.99 
"Jam Shed Chardonnay 2021/22, Australia",,75.0,Australia,10.1,"Butter, Peach, Vanilla",per bottle,White,13.5,2022,£8.99 
"Château de Pennautier 'Marquis de Pennautier' Chardonnay-Viognier 2021/22, Pays d'Oc",,75.0,France,10.1,"Spice, Citrus Fruit, Green Apple",per bottle,White,13.5,2022,£12.99 
"MontGras ‘Day One’ Chardonnay 2021/22, Leyda Valley",,75.0,Chile,10.5,"Citrus Fruit, Floral, Peach, Tropical Fruit",per bottle,White,14.0,2022,£11.99 
"Graham Beck Blanc de Blancs 2017/18, South Africa",,75.0,South Africa,9.0,"Green Apple, Pastry, Pear",per bottle,White,12.0,2018,£22.99 
"Definition Sauvignon Blanc 2022, Marlborough",,75.0,New Zealand,9.8,"Tropical Fruit, Grass, Green Apple, Lemon, Stone Fruit",per bottle,White,13.0,2022,£10.99 
Georges Duboeuf 'Flower Label' Fleurie 2020/21,,75.0,France,10.5,"Strawberry, Floral, Raspberry, Red Cherry",per bottle,Red,14.0,2021,£15.99 
"Edna Valley Chardonnay 2019/20, Central Coast",,75.0,USA,10.5,"Vanilla, Cream, Green Apple, Peach",per bottle,White,14.0,2020,£15.99 
"Paul Jaboulet Aîné Viognier 2021/22, France",,75.0,France,10.1,"Pear, Citrus Fruit, Floral, Peach",per bottle,White,13.5,2022,£11.99 
"Surani 'Costarossa' Primitivo di Manduria DOC 2021/22, Puglia",,75.0,Italy,10.5,"Vanilla, Black Fruit, Black Plum",per bottle,Red,14.0,2022,£14.99 
"Edna Valley Pinot Noir 2020/21, Central Coast",,75.0,USA,10.5,"Vanilla, Black Cherry, Forest Floor, Red Fruit",per bottle,Red,14.0,2021,£15.99 
Domaine Louis Moreau Petit Chablis 2021/22,,75.0,France,9.0,"Wet Stones, Green Apple, Lemon",per bottle,White,12.0,2022,£16.99 
"Alamos Malbec 2020/21, Uco Valley",,75.0,Argentina,10.1,"Violet, Black Fruit, Red Fruit, Ripe Fruit",per bottle,Red,13.5,2021,£9.99 
Jean Vincent Pouilly-Fumé 2021/22,,75.0,France,10.1,"Green Apple, Citrus Fruit, Grass",per bottle,White,13.5,2022,£21.99 
Pol Roger 2013/15 Vintage Champagne,,75.0,France,9.4,"Green Apple, Biscuit, Bread, Citrus Fruit",per bottle,White,12.5,2015,£93.99 
Definition Côtes Du Rhône 2020/21,,75.0,France,10.9,"Dried Herbs, Black Pepper, Blackberry",per bottle,Red,14.5,2020,£11.99 
Château Grand Faurie La Rose Saint-Émilion Grand Cru 2018/19,,75.0,France,10.9,"Spice, Blackcurrant, Cloves, Rose",per bottle,Red,14.5,2018,£22.99 
"Porta 6 Reserva 2019/20, Portugal",,75.0,Portugal,10.5,"Vanilla, Jammy, Red Fruit, Sweet Spice",per bottle,Red,14.0,2020,£14.99 
Domaine Pardon et Fils ‘Les Mouilles’ Juliénas 2021/22,,75.0,France,10.1,"Spice, Red Cherry, Red Plum",per bottle,Red,13.5,2022,£14.99 
"Saint Clair 'Wairau Reserve' Sauvignon Blanc 2022, Marlborough",,75.0,New Zealand,9.8,"Tropical Fruit, Grass, Green Apple, Lemon, Stone Fruit",per bottle,White,13.0,2022,£26.99 
Pierre Sauvion Haut-Poitou 2020/21,,75.0,France,9.4,"Green Apple, Citrus Fruit, Grass",per bottle,White,12.5,2021,£11.99 
Alain Jaume 'Grande Garrigue' Organic Vacqueyras 2019/20,,75.0,France,11.3,"Spice, Black Plum, Blackberry, Earth, Raspberry",per bottle,Red,15.0,2020,£19.99 
"Selborne Rosé Brut, Hampshire",,75.0,England,9.0,"Red Fruit, Cream, Raspberry",per bottle,Rosé,12.0,Non-Vintage,£29.99 
"Silver Ghost Sauvignon Blanc 2022/23, Central Valley",,75.0,Chile,9.0,"Green Apple, Citrus Fruit, Grass",per bottle,White,12.0,2023,£6.99 
"Russian Jack Sauvignon Blanc 2022, Marlborough",,75.0,New Zealand,9.8,"Tropical Fruit, Grass, Green Apple, Lemon, Stone Fruit",per bottle,White,13.0,2022,£12.99 
Caves des Vignerons de Buxy 'Vieilles Vignes' Montagny 2021/22,,75.0,France,10.5,"Peach, Apricot, Floral, Honey, Lemon",per bottle,White,14.0,2022,£16.99 
"Thymiopoulos Xinomavro 2019/20, Greece",,75.0,Greece,9.8,"Spice, Earth, Red Cherry, Red Plum",per bottle,Red,13.0,2020,£15.99 
Bodegas Bardos Ribera del Duero Reserva 2016/18,,75.0,Spain,10.9,"Cedar, Black Cherry, Blackcurrant",per bottle,Red,14.5,2018,£17.99 
"Pelleriti 'Signature' Malbec 2019/20, Mendoza",,75.0,Argentina,10.9,"Violet, Black Fruit, Red Fruit, Ripe Fruit, Spice",per bottle,Red,14.5,2020,£17.99 
"Definition Malbec 2021/22, Mendoza",,75.0,Argentina,10.9,"Violet, Black Fruit, Red Fruit, Ripe Fruit",per bottle,Red,14.5,2022,£11.99 
"Jackson Estate 'Stich' Sauvignon Blanc 2022, Marlborough",,75.0,New Zealand,9.8,"Tropical Fruit, Grass, Green Apple, Lemon, Stone Fruit",per bottle,White,13.0,2022,£15.99 
Bodegas Bardos Ribera del Duero Crianza 2019/20,,75.0,Spain,10.9,"Cedar, Black Cherry, Blackcurrant",per bottle,Red,14.5,2020,£14.99 
"LB7 Red Reserva 2018, Lisbon",,75.0,Portugal,10.5,"Vanilla, Jammy, Red Fruit, Sweet Spice",per bottle,Red,14.0,2018,£12.99 
"Bienbebido Pulpo Albariño 2021/22, Spain",,75.0,Spain,8.3,"Wet Stones, Peach, Red Apple",per bottle,White,11.0,2022,£8.99 
"Weingut Norbert Bauer ‘Cellar 99’ Gemischter Satz 2022, Vienna",,75.0,Austria,9.4,"Floral, Green Apple, Nutmeg, Stone Fruit",per bottle,White,12.5,2022,£10.99 
Caves des Vignerons de Buxy ‘Les Boiseuils’ Mâcon Rouge 2020,,75.0,France,10.5,"Cinnamon, Cranberry, Raspberry, Strawberry, White Pepper",per bottle,Red,14.0,2020,£14.99 
